Tanggal,Waktu,Beban
4/19/2019,malam,95
4/20/2019,siang,89
4/20/2019,malam,92
4/21/2019,siang,62
4/21/2019,malam,85
4/22/2019,siang,72
4/22/2019,malam,96
4/23/2019,siang,68
4/23/2019,malam,90
4/24/2019,siang,90
4/24/2019,malam,101
4/25/2019,siang,70
4/25/2019,malam,91
4/26/2019,siang,82
4/26/2019,malam,90
4/27/2019,siang,78
4/27/2019,malam,92
4/28/2019,siang,NaN
4/28/2019,malam,NaN
4/29/2019,siang,NaN
4/29/2019,malam,NaN
4/30/2019,siang,NaN
4/30/2019,malam,NaN
5/1/2019,siang,70
5/1/2019,malam,91
5/2/2019,siang,81
5/2/2019,malam,89
5/3/2019,siang,74
5/3/2019,malam,91
5/4/2019,siang,80
5/4/2019,malam,95
5/5/2019,siang,67
5/5/2019,malam,98
5/6/2019,siang,85
5/6/2019,malam,90
5/7/2019,siang,82
5/7/2019,malam,95
5/8/2019,siang,80
5/8/2019,malam,94
5/9/2019,siang,81
5/9/2019,malam,102
5/10/2019,siang,83
5/10/2019,malam,94
5/11/2019,siang,90
5/11/2019,malam,90
5/12/2019,siang,60
5/12/2019,malam,95
5/13/2019,siang,83
5/13/2019,malam,90
5/14/2019,siang,0
5/14/2019,malam,102
5/15/2019,siang,81
5/15/2019,malam,100
5/16/2019,siang,81
5/16/2019,malam,91
5/17/2019,siang,87
5/17/2019,malam,100
5/18/2019,siang,86
5/18/2019,malam,103
5/19/2019,siang,64
5/19/2019,malam,100
5/20/2019,siang,90
5/20/2019,malam,106
5/21/2019,siang,82
5/21/2019,malam,100
5/22/2019,siang,89
5/22/2019,malam,101
5/23/2019,siang,96
5/23/2019,malam,99
5/24/2019,siang,1
5/24/2019,malam,104
5/25/2019,siang,89
5/25/2019,malam,101
5/26/2019,siang,75
5/26/2019,malam,96
5/27/2019,siang,90
5/27/2019,malam,96
5/28/2019,siang,90
5/28/2019,malam,95
5/29/2019,siang,77
5/29/2019,malam,98
5/30/2019,siang,61
5/30/2019,malam,95
5/31/2019,siang,52
5/31/2019,malam,94
6/1/2019,siang,51
6/1/2019,malam,82
6/2/2019,siang,48
6/2/2019,malam,94
6/3/2019,siang,51
6/3/2019,malam,93
6/4/2019,siang,46
6/4/2019,malam,88
6/5/2019,siang,44
6/5/2019,malam,80
6/6/2019,siang,50
6/6/2019,malam,90
6/7/2019,siang,46
6/7/2019,malam,90
6/8/2019,siang,46
6/8/2019,malam,85
6/9/2019,siang,48
6/9/2019,malam,88
6/10/2019,siang,54
6/10/2019,malam,93
6/11/2019,siang,67
6/11/2019,malam,92
6/12/2019,siang,53
6/12/2019,malam,87
6/13/2019,siang,84
6/13/2019,malam,91
6/14/2019,siang,85
6/14/2019,malam,90
6/15/2019,siang,75
6/15/2019,malam,91
6/16/2019,siang,61
6/16/2019,malam,98
6/17/2019,siang,69
6/17/2019,malam,89
6/18/2019,siang,66
6/18/2019,malam,86
6/19/2019,siang,78
6/19/2019,malam,91
6/20/2019,siang,89
6/20/2019,malam,84
6/21/2019,siang,84
6/21/2019,malam,89
6/22/2019,siang,87
6/22/2019,malam,97
6/23/2019,siang,66
6/23/2019,malam,83
6/24/2019,siang,83
6/24/2019,malam,89
6/25/2019,siang,87
6/25/2019,malam,97
6/26/2019,siang,76
6/26/2019,malam,96
6/27/2019,siang,86
6/27/2019,malam,91
6/28/2019,siang,80
6/28/2019,malam,91
6/29/2019,siang,74
6/29/2019,malam,96
6/30/2019,siang,60
6/30/2019,malam,88
7/1/2019,siang,76
7/1/2019,malam,94
7/2/2019,siang,73
7/2/2019,malam,94
7/3/2019,siang,81
7/3/2019,malam,90
7/4/2019,siang,83
7/4/2019,malam,72
7/5/2019,siang,83
7/5/2019,malam,91
7/6/2019,siang,84
7/6/2019,malam,95
7/7/2019,siang,69
7/7/2019,malam,94
7/8/2019,siang,86
7/8/2019,malam,99
7/9/2019,siang,91
7/9/2019,malam,84
7/10/2019,siang,93
7/10/2019,malam,91
7/11/2019,siang,168
7/11/2019,malam,76
7/12/2019,siang,87
7/12/2019,malam,98
7/13/2019,siang,81
7/13/2019,malam,90
7/14/2019,siang,72
7/14/2019,malam,89
7/15/2019,siang,81
7/15/2019,malam,82
7/16/2019,siang,75
7/16/2019,malam,88
7/17/2019,siang,79
7/17/2019,malam,97
7/18/2019,siang,83
7/18/2019,malam,96
7/19/2019,siang,87
7/19/2019,malam,101
7/20/2019,siang,82
7/20/2019,malam,97
7/21/2019,siang,70
7/21/2019,malam,93
7/22/2019,siang,78
7/22/2019,malam,94
7/23/2019,siang,65
7/23/2019,malam,92
7/24/2019,siang,71
7/24/2019,malam,95
7/25/2019,siang,81
7/25/2019,malam,85
7/26/2019,siang,75
7/26/2019,malam,89
7/27/2019,siang,80
7/27/2019,malam,91
7/28/2019,siang,104
7/28/2019,malam,91
7/29/2019,siang,76
7/29/2019,malam,89
7/30/2019,siang,75
7/30/2019,malam,89
7/31/2019,siang,80
7/31/2019,malam,91
8/1/2019,siang,90
8/1/2019,malam,88
8/2/2019,siang,71
8/2/2019,malam,92
8/3/2019,siang,91
8/3/2019,malam,84
8/4/2019,siang,68
8/4/2019,malam,90
8/5/2019,siang,67
8/5/2019,malam,96
8/6/2019,siang,72
8/6/2019,malam,96
8/7/2019,siang,71
8/7/2019,malam,86
8/8/2019,siang,78
8/8/2019,malam,89
8/9/2019,siang,73
8/9/2019,malam,92
8/10/2019,siang,86
8/10/2019,malam,91
8/11/2019,siang,48
8/11/2019,malam,84
8/12/2019,siang,84
8/12/2019,malam,72
8/13/2019,siang,69
8/13/2019,malam,86
8/14/2019,siang,91
8/14/2019,malam,98
8/15/2019,siang,85
8/15/2019,malam,85
8/16/2019,siang,80
8/16/2019,malam,91
8/17/2019,siang,50
8/17/2019,malam,92
8/18/2019,siang,76
8/18/2019,malam,90
8/19/2019,siang,80
8/19/2019,malam,91
8/20/2019,siang,90
8/20/2019,malam,69
8/21/2019,siang,95
8/21/2019,malam,97
8/22/2019,siang,90
8/22/2019,malam,91
8/23/2019,siang,89
8/23/2019,malam,90
8/24/2019,siang,84
8/24/2019,malam,90
8/25/2019,siang,82
8/25/2019,malam,91
8/26/2019,siang,97
8/26/2019,malam,94
8/27/2019,siang,91
8/27/2019,malam,89
8/28/2019,siang,78
8/28/2019,malam,91
8/29/2019,siang,167
8/29/2019,malam,94
8/30/2019,siang,83
8/30/2019,malam,92
8/31/2019,siang,167
8/31/2019,malam,94
9/1/2019,siang,71
9/1/2019,malam,96
9/2/2019,siang,86
9/2/2019,malam,100
9/3/2019,siang,94
9/3/2019,malam,103
9/4/2019,siang,85
9/4/2019,malam,95
9/5/2019,siang,93
9/5/2019,malam,97
9/6/2019,siang,92
9/6/2019,malam,101
9/7/2019,siang,90
9/7/2019,malam,95
9/8/2019,siang,78
9/8/2019,malam,96
9/9/2019,siang,81
9/9/2019,malam,97
9/10/2019,siang,85
9/10/2019,malam,97
9/11/2019,siang,72
9/11/2019,malam,99
9/12/2019,siang,83
9/12/2019,malam,85
9/13/2019,siang,82
9/13/2019,malam,101
9/14/2019,siang,94
9/14/2019,malam,91
9/15/2019,siang,69
9/15/2019,malam,83
9/16/2019,siang,81
9/16/2019,malam,96
9/17/2019,siang,81
9/17/2019,malam,105
9/18/2019,siang,88
9/18/2019,malam,100
9/19/2019,siang,78
9/19/2019,malam,97
9/20/2019,siang,81
9/20/2019,malam,87
9/21/2019,siang,76
9/21/2019,malam,97
9/22/2019,siang,65
9/22/2019,malam,97
9/23/2019,siang,77
9/23/2019,malam,94
9/24/2019,siang,81
9/24/2019,malam,95
9/25/2019,siang,79
9/25/2019,malam,99
9/26/2019,siang,82
9/26/2019,malam,100
9/27/2019,siang,94
9/27/2019,malam,92
9/28/2019,siang,97
9/28/2019,malam,85
9/29/2019,siang,70
9/29/2019,malam,95
9/30/2019,siang,88
9/30/2019,malam,96
10/1/2019,siang,91
10/1/2019,malam,97
10/2/2019,siang,81
10/2/2019,malam,86
10/3/2019,siang,84
10/3/2019,malam,95
10/4/2019,siang,85
10/4/2019,malam,92
10/5/2019,siang,87
10/5/2019,malam,94
10/6/2019,siang,69
10/6/2019,malam,89
10/7/2019,siang,90
10/7/2019,malam,96
10/8/2019,siang,82
10/8/2019,malam,98
10/9/2019,siang,85
10/9/2019,malam,95
10/10/2019,siang,90
10/10/2019,malam,76
10/11/2019,siang,96
10/11/2019,malam,99
10/12/2019,siang,101
10/12/2019,malam,97
10/13/2019,siang,79
10/13/2019,malam,92
10/14/2019,siang,86
10/14/2019,malam,100
10/15/2019,siang,98
10/15/2019,malam,103
10/16/2019,siang,94
10/16/2019,malam,105
10/17/2019,siang,36
10/17/2019,malam,255
10/18/2019,siang,170
10/18/2019,malam,234
10/19/2019,siang,201
10/19/2019,malam,245
10/20/2019,siang,155
10/20/2019,malam,232
10/21/2019,siang,176
10/21/2019,malam,241
10/22/2019,siang,200
10/22/2019,malam,210
10/23/2019,siang,121
10/23/2019,malam,206
10/24/2019,siang,184
10/24/2019,malam,197
10/25/2019,siang,181
10/25/2019,malam,200
10/26/2019,siang,180
10/26/2019,malam,210
10/27/2019,siang,140
10/27/2019,malam,207
10/28/2019,siang,179
10/28/2019,malam,215
10/29/2019,siang,176
10/29/2019,malam,216
10/30/2019,siang,178
10/30/2019,malam,203
10/31/2019,siang,187
10/31/2019,malam,205
11/1/2019,siang,184
11/1/2019,malam,210
11/2/2019,siang,175
11/2/2019,malam,191
11/3/2019,siang,137
11/3/2019,malam,190
11/4/2019,siang,151
11/4/2019,malam,197
11/5/2019,siang,170
11/5/2019,malam,207
11/6/2019,siang,166
11/6/2019,malam,215
11/7/2019,siang,180
11/7/2019,malam,215
11/8/2019,siang,182
11/8/2019,malam,208
11/9/2019,siang,156
11/9/2019,malam,200
11/10/2019,siang,156
11/10/2019,malam,207
11/11/2019,siang,162
11/11/2019,malam,215
11/12/2019,siang,175
11/12/2019,malam,211
11/13/2019,siang,162
11/13/2019,malam,217
11/14/2019,siang,167
11/14/2019,malam,206
11/15/2019,siang,157
11/15/2019,malam,205
11/16/2019,siang,164
11/16/2019,malam,200
11/17/2019,siang,152
11/17/2019,malam,209
11/18/2019,siang,171
11/18/2019,malam,220
11/19/2019,siang,174
11/19/2019,malam,220
11/20/2019,siang,165
11/20/2019,malam,201
11/21/2019,siang,170
11/21/2019,malam,210
11/22/2019,siang,164
11/22/2019,malam,207
11/23/2019,siang,162
11/23/2019,malam,210
11/24/2019,siang,146
11/24/2019,malam,193
11/25/2019,siang,162
11/25/2019,malam,202
11/26/2019,siang,175
11/26/2019,malam,201
11/27/2019,siang,151
11/27/2019,malam,207
11/28/2019,siang,167
11/28/2019,malam,211
11/29/2019,siang,170
11/29/2019,malam,215
11/30/2019,siang,160
11/30/2019,malam,205
12/1/2019,siang,146
12/1/2019,malam,202
12/2/2019,siang,179
12/2/2019,malam,218
12/3/2019,siang,177
12/3/2019,malam,31
12/4/2019,siang,161
12/4/2019,malam,211
12/5/2019,siang,170
12/5/2019,malam,215
12/6/2019,siang,0
12/6/2019,malam,220
12/7/2019,siang,175
12/7/2019,malam,212
12/8/2019,siang,217
12/8/2019,malam,211
12/9/2019,siang,191
12/9/2019,malam,217
12/10/2019,siang,190
12/10/2019,malam,215
12/11/2019,siang,205
12/11/2019,malam,210
12/12/2019,siang,175
12/12/2019,malam,210
12/13/2019,siang,176
12/13/2019,malam,172
12/14/2019,siang,172
12/14/2019,malam,200
12/15/2019,siang,146
12/15/2019,malam,201
12/16/2019,siang,160
12/16/2019,malam,195
12/17/2019,siang,169
12/17/2019,malam,199
12/18/2019,siang,167
12/18/2019,malam,217
12/19/2019,siang,170
12/19/2019,malam,199
12/20/2019,siang,160
12/20/2019,malam,214
12/21/2019,siang,178
12/21/2019,malam,214
12/22/2019,siang,140
12/22/2019,malam,191
12/23/2019,siang,175
12/23/2019,malam,185
12/24/2019,siang,172
12/24/2019,malam,200
12/25/2019,siang,149
12/25/2019,malam,197
12/26/2019,siang,177
12/26/2019,malam,190
12/27/2019,siang,178
12/27/2019,malam,197
12/28/2019,siang,165
12/28/2019,malam,202
12/29/2019,siang,140
12/29/2019,malam,195
12/30/2019,siang,175
12/30/2019,malam,196
12/31/2019,siang,168
12/31/2019,malam,195
1/1/2020,siang,115
1/1/2020,malam,193
1/2/2020,siang,160
1/2/2020,malam,199
1/3/2020,siang,164
1/3/2020,malam,199
1/4/2020,siang,165
1/4/2020,malam,210
1/5/2020,siang,150
1/5/2020,malam,201
1/6/2020,siang,171
1/6/2020,malam,190
1/7/2020,siang,155
1/7/2020,malam,202
1/8/2020,siang,163
1/8/2020,malam,201
1/9/2020,siang,160
1/9/2020,malam,193
1/10/2020,siang,159
1/10/2020,malam,205
1/11/2020,siang,164
1/11/2020,malam,200
1/12/2020,siang,137
1/12/2020,malam,204
1/13/2020,siang,154
1/13/2020,malam,210
1/14/2020,siang,117
1/14/2020,malam,214
1/15/2020,siang,175
1/15/2020,malam,202
1/16/2020,siang,176
1/16/2020,malam,209
1/17/2020,siang,179
1/17/2020,malam,212
1/18/2020,siang,157
1/18/2020,malam,214
1/19/2020,siang,145
1/19/2020,malam,198
1/20/2020,siang,169
1/20/2020,malam,210
1/21/2020,siang,162
1/21/2020,malam,215
1/22/2020,siang,155
1/22/2020,malam,215
1/23/2020,siang,161
1/23/2020,malam,211
1/24/2020,siang,193
1/24/2020,malam,215
1/25/2020,siang,151
1/25/2020,malam,196
1/26/2020,siang,151
1/26/2020,malam,198
1/27/2020,siang,176
1/27/2020,malam,216
1/28/2020,siang,175
1/28/2020,malam,216
1/29/2020,siang,181
1/29/2020,malam,216
1/30/2020,siang,170
1/30/2020,malam,198
1/31/2020,siang,177
1/31/2020,malam,NaN
2/1/2020,siang,151
2/1/2020,malam,205
2/2/2020,siang,141
2/2/2020,malam,191
2/3/2020,siang,172
2/3/2020,malam,205
2/4/2020,siang,166
2/4/2020,malam,213
2/5/2020,siang,144
2/5/2020,malam,208
2/6/2020,siang,165
2/6/2020,malam,199
2/7/2020,siang,165
2/7/2020,malam,201
2/8/2020,siang,165
2/8/2020,malam,195
2/9/2020,siang,125
2/9/2020,malam,160
2/10/2020,siang,0
2/10/2020,malam,206
2/11/2020,siang,41
2/11/2020,malam,208
2/12/2020,siang,163
2/12/2020,malam,196
2/13/2020,siang,160
2/13/2020,malam,210
2/14/2020,siang,180
2/14/2020,malam,201
2/15/2020,siang,160
2/15/2020,malam,201
2/16/2020,siang,130
2/16/2020,malam,192
2/17/2020,siang,152
2/17/2020,malam,192
2/18/2020,siang,150
2/18/2020,malam,202
2/19/2020,siang,161
2/19/2020,malam,191
2/20/2020,siang,157
2/20/2020,malam,194
2/21/2020,siang,157
2/21/2020,malam,189
2/22/2020,siang,165
2/22/2020,malam,197
2/23/2020,siang,136
2/23/2020,malam,185
2/24/2020,siang,160
2/24/2020,malam,205
2/25/2020,siang,166
2/25/2020,malam,211
2/26/2020,siang,175
2/26/2020,malam,200
2/27/2020,siang,165
2/27/2020,malam,190
2/28/2020,siang,162
2/28/2020,malam,207
2/29/2020,siang,160
2/29/2020,malam,187
3/1/2020,siang,121
3/1/2020,malam,196
3/2/2020,siang,161
3/2/2020,malam,207
3/3/2020,siang,175
3/3/2020,malam,195
3/4/2020,siang,166
3/4/2020,malam,198
3/5/2020,siang,170
3/5/2020,malam,201
3/6/2020,siang,169
3/6/2020,malam,200
3/7/2020,siang,156
3/7/2020,malam,205
3/8/2020,siang,137
3/8/2020,malam,147
3/9/2020,siang,172
3/9/2020,malam,211
3/10/2020,siang,166
3/10/2020,malam,200
3/11/2020,siang,185
3/11/2020,malam,219
3/12/2020,siang,176
3/12/2020,malam,205
3/13/2020,siang,180
3/13/2020,malam,214
3/14/2020,siang,151
3/14/2020,malam,204
3/15/2020,siang,137
3/15/2020,malam,204
3/16/2020,siang,172
3/16/2020,malam,209
3/17/2020,siang,180
3/17/2020,malam,212
3/18/2020,siang,165
3/18/2020,malam,211
3/19/2020,siang,184
3/19/2020,malam,205
3/20/2020,siang,180
3/20/2020,malam,211
3/21/2020,siang,167
3/21/2020,malam,215
3/22/2020,siang,149
3/22/2020,malam,221
3/23/2020,siang,172
3/23/2020,malam,200
3/24/2020,siang,182
3/24/2020,malam,212
3/25/2020,siang,150
3/25/2020,malam,205
3/26/2020,siang,175
3/26/2020,malam,210
3/27/2020,siang,165
3/27/2020,malam,210
3/28/2020,siang,161
3/28/2020,malam,218
3/29/2020,siang,175
3/29/2020,malam,210
3/30/2020,siang,249
3/30/2020,malam,206
3/31/2020,siang,175
3/31/2020,malam,201
4/1/2020,siang,138
4/1/2020,malam,215
4/2/2020,siang,120
4/2/2020,malam,135
4/3/2020,siang,86
4/3/2020,malam,133
4/4/2020,siang,131
4/4/2020,malam,130
4/5/2020,siang,89
4/5/2020,malam,130
4/6/2020,siang,119
4/6/2020,malam,122
4/7/2020,siang,107
4/7/2020,malam,118
4/8/2020,siang,106
4/8/2020,malam,125
4/9/2020,siang,136
4/9/2020,malam,126
4/10/2020,siang,100
4/10/2020,malam,127
4/11/2020,siang,95
4/11/2020,malam,126
4/12/2020,siang,79
4/12/2020,malam,126
4/13/2020,siang,113
4/13/2020,malam,117
4/14/2020,siang,106
4/14/2020,malam,128
4/15/2020,siang,105
4/15/2020,malam,120
4/16/2020,siang,105
4/16/2020,malam,121
4/17/2020,siang,91
4/17/2020,malam,130
4/18/2020,siang,106
4/18/2020,malam,126
4/19/2020,siang,78
4/19/2020,malam,126
4/20/2020,siang,110
4/20/2020,malam,128
4/21/2020,siang,161
4/21/2020,malam,130
4/22/2020,siang,169
4/22/2020,malam,237
4/23/2020,siang,103
4/23/2020,malam,130
4/24/2020,siang,100
4/24/2020,malam,134
4/25/2020,siang,115
4/25/2020,malam,18
4/26/2020,siang,67
4/26/2020,malam,124
4/27/2020,siang,148
4/27/2020,malam,195
4/28/2020,siang,125
4/28/2020,malam,194
4/29/2020,siang,120
4/29/2020,malam,187
4/30/2020,siang,114
4/30/2020,malam,160
5/1/2020,siang,101
5/1/2020,malam,187
5/2/2020,siang,128
5/2/2020,malam,143
5/3/2020,siang,102
5/3/2020,malam,194
5/4/2020,siang,135
5/4/2020,malam,197
5/5/2020,siang,133
5/5/2020,malam,189
5/6/2020,siang,141
5/6/2020,malam,191
5/7/2020,siang,111
5/7/2020,malam,190
5/8/2020,siang,137
5/8/2020,malam,185
5/9/2020,siang,140
5/9/2020,malam,192
5/10/2020,siang,107
5/10/2020,malam,190
5/11/2020,siang,129
5/11/2020,malam,192
5/12/2020,siang,130
5/12/2020,malam,180
5/13/2020,siang,126
5/13/2020,malam,195
5/14/2020,siang,130
5/14/2020,malam,195
5/15/2020,siang,125
5/15/2020,malam,195
5/16/2020,siang,140
5/16/2020,malam,170
5/17/2020,siang,111
5/17/2020,malam,191
5/18/2020,siang,139
5/18/2020,malam,195
5/19/2020,siang,119
5/19/2020,malam,176
5/20/2020,siang,106
5/20/2020,malam,171
5/21/2020,siang,125
5/21/2020,malam,175
5/22/2020,siang,105
5/22/2020,malam,172
5/23/2020,siang,77
5/23/2020,malam,177
5/24/2020,siang,100
5/24/2020,malam,168
5/25/2020,siang,105
5/25/2020,malam,170
5/26/2020,siang,112
5/26/2020,malam,165
5/27/2020,siang,110
5/27/2020,malam,164
5/28/2020,siang,NaN
5/28/2020,malam,NaN
5/29/2020,siang,NaN
5/29/2020,malam,NaN
5/30/2020,siang,NaN
5/30/2020,malam,NaN
5/31/2020,siang,NaN
5/31/2020,malam,NaN
6/1/2020,siang,68
6/1/2020,malam,111
6/2/2020,siang,91
6/2/2020,malam,111
6/3/2020,siang,0
6/3/2020,malam,113
6/4/2020,siang,147
6/4/2020,malam,109
6/5/2020,siang,91
6/5/2020,malam,111
6/6/2020,siang,86
6/6/2020,malam,111
6/7/2020,siang,64
6/7/2020,malam,106
6/8/2020,siang,91
6/8/2020,malam,109
6/9/2020,siang,101
6/9/2020,malam,106
6/10/2020,siang,101
6/10/2020,malam,113
6/11/2020,siang,91
6/11/2020,malam,78
6/12/2020,siang,91
6/12/2020,malam,111
6/13/2020,siang,82
6/13/2020,malam,128
6/14/2020,siang,82
6/14/2020,malam,113
6/15/2020,siang,96
6/15/2020,malam,110
6/16/2020,siang,88
6/16/2020,malam,109
6/17/2020,siang,0
6/17/2020,malam,113
6/18/2020,siang,104
6/18/2020,malam,115
6/19/2020,siang,100
6/19/2020,malam,118
6/20/2020,siang,96
6/20/2020,malam,111
6/21/2020,siang,64
6/21/2020,malam,106
6/22/2020,siang,99
6/22/2020,malam,111
6/23/2020,siang,111
6/23/2020,malam,111
6/24/2020,siang,115
6/24/2020,malam,115
6/25/2020,siang,107
6/25/2020,malam,106
6/26/2020,siang,88
6/26/2020,malam,113
6/27/2020,siang,100
6/27/2020,malam,110
6/28/2020,siang,75
6/28/2020,malam,106
6/29/2020,siang,101
6/29/2020,malam,111
6/30/2020,siang,93
6/30/2020,malam,111
7/1/2020,siang,115
7/1/2020,malam,166
7/2/2020,siang,125
7/2/2020,malam,160
7/3/2020,siang,112
7/3/2020,malam,168
7/4/2020,siang,117
7/4/2020,malam,162
7/5/2020,siang,100
7/5/2020,malam,167
7/6/2020,siang,130
7/6/2020,malam,168
7/7/2020,siang,10
7/7/2020,malam,171
7/8/2020,siang,132
7/8/2020,malam,165
7/9/2020,siang,123
7/9/2020,malam,171
7/10/2020,siang,118
7/10/2020,malam,177
7/11/2020,siang,130
7/11/2020,malam,165
7/12/2020,siang,109
7/12/2020,malam,167
7/13/2020,siang,130
7/13/2020,malam,172
7/14/2020,siang,130
7/14/2020,malam,171
7/15/2020,siang,128
7/15/2020,malam,171
7/16/2020,siang,122
7/16/2020,malam,166
7/17/2020,siang,126
7/17/2020,malam,175
7/18/2020,siang,126
7/18/2020,malam,174
7/19/2020,siang,120
7/19/2020,malam,179
7/20/2020,siang,118
7/20/2020,malam,177
7/21/2020,siang,125
7/21/2020,malam,185
7/22/2020,siang,130
7/22/2020,malam,179
7/23/2020,siang,87
7/23/2020,malam,171
7/24/2020,siang,118
7/24/2020,malam,177
7/25/2020,siang,125
7/25/2020,malam,175
7/26/2020,siang,98
7/26/2020,malam,171
7/27/2020,siang,118
7/27/2020,malam,180
7/28/2020,siang,122
7/28/2020,malam,168
7/29/2020,siang,125
7/29/2020,malam,NaN
7/30/2020,siang,NaN
7/30/2020,malam,NaN
7/31/2020,siang,NaN
7/31/2020,malam,NaN
8/1/2020,siang,135
8/1/2020,malam,170
8/2/2020,siang,109
8/2/2020,malam,128
