Tanggal,Waktu,Beban
3/30/2019,siang,125
3/30/2019,malam,151
3/31/2019,siang,121
3/31/2019,malam,155
4/1/2019,siang,144
4/1/2019,malam,NaN
4/2/2019,siang,51
4/2/2019,malam,67
4/3/2019,siang,0
4/3/2019,malam,150
4/4/2019,siang,161
4/4/2019,malam,163
4/5/2019,siang,157
4/5/2019,malam,160
4/6/2019,siang,140
4/6/2019,malam,155
4/7/2019,siang,120
4/7/2019,malam,154
4/8/2019,siang,160
4/8/2019,malam,168
4/9/2019,siang,166
4/9/2019,malam,174
4/10/2019,siang,130
4/10/2019,malam,153
4/11/2019,siang,140
4/11/2019,malam,148
4/12/2019,siang,138
4/12/2019,malam,154
4/13/2019,siang,121
4/13/2019,malam,147
4/14/2019,siang,0
4/14/2019,malam,140
4/15/2019,siang,135
4/15/2019,malam,152
4/16/2019,siang,136
4/16/2019,malam,152
4/17/2019,siang,100
4/17/2019,malam,142
4/18/2019,siang,150
4/18/2019,malam,167
4/19/2019,siang,115
4/19/2019,malam,152
4/20/2019,siang,122
4/20/2019,malam,147
4/21/2019,siang,111
4/21/2019,malam,139
4/22/2019,siang,142
4/22/2019,malam,165
4/23/2019,siang,130
4/23/2019,malam,163
4/24/2019,siang,142
4/24/2019,malam,165
4/25/2019,siang,NaN
4/25/2019,malam,161
4/26/2019,siang,143
4/26/2019,malam,158
4/27/2019,siang,106
4/27/2019,malam,148
4/28/2019,siang,NaN
4/28/2019,malam,NaN
4/29/2019,siang,NaN
4/29/2019,malam,NaN
4/30/2019,siang,NaN
4/30/2019,malam,NaN
5/1/2019,siang,115
5/1/2019,malam,150
5/2/2019,siang,140
5/2/2019,malam,159
5/3/2019,siang,142
5/3/2019,malam,157
5/4/2019,siang,115
5/4/2019,malam,150
5/5/2019,siang,111
5/5/2019,malam,143
5/6/2019,siang,131
5/6/2019,malam,142
5/7/2019,siang,125
5/7/2019,malam,148
5/8/2019,siang,138
5/8/2019,malam,150
5/9/2019,siang,120
5/9/2019,malam,158
5/10/2019,siang,131
5/10/2019,malam,159
5/11/2019,siang,116
5/11/2019,malam,145
5/12/2019,siang,105
5/12/2019,malam,145
5/13/2019,siang,128
5/13/2019,malam,158
5/14/2019,siang,140
5/14/2019,malam,148
5/15/2019,siang,137
5/15/2019,malam,152
5/16/2019,siang,136
5/16/2019,malam,150
5/17/2019,siang,130
5/17/2019,malam,151
5/18/2019,siang,118
5/18/2019,malam,148
5/19/2019,siang,109
5/19/2019,malam,150
5/20/2019,siang,125
5/20/2019,malam,160
5/21/2019,siang,138
5/21/2019,malam,156
5/22/2019,siang,136
5/22/2019,malam,152
5/23/2019,siang,134
5/23/2019,malam,158
5/24/2019,siang,138
5/24/2019,malam,167
5/25/2019,siang,110
5/25/2019,malam,150
5/26/2019,siang,115
5/26/2019,malam,144
5/27/2019,siang,132
5/27/2019,malam,151
5/28/2019,siang,191
5/28/2019,malam,154
5/29/2019,siang,128
5/29/2019,malam,147
5/30/2019,siang,110
5/30/2019,malam,145
5/31/2019,siang,132
5/31/2019,malam,153
6/1/2019,siang,111
6/1/2019,malam,141
6/2/2019,siang,110
6/2/2019,malam,137
6/3/2019,siang,112
6/3/2019,malam,137
6/4/2019,siang,102
6/4/2019,malam,131
6/5/2019,siang,86
6/5/2019,malam,119
6/6/2019,siang,92
6/6/2019,malam,124
6/7/2019,siang,101
6/7/2019,malam,123
6/8/2019,siang,101
6/8/2019,malam,130
6/9/2019,siang,101
6/9/2019,malam,135
6/10/2019,siang,130
6/10/2019,malam,150
6/11/2019,siang,135
6/11/2019,malam,142
6/12/2019,siang,131
6/12/2019,malam,151
6/13/2019,siang,131
6/13/2019,malam,161
6/14/2019,siang,135
6/14/2019,malam,154
6/15/2019,siang,124
6/15/2019,malam,139
6/16/2019,siang,103
6/16/2019,malam,142
6/17/2019,siang,132
6/17/2019,malam,155
6/18/2019,siang,132
6/18/2019,malam,149
6/19/2019,siang,131
6/19/2019,malam,151
6/20/2019,siang,131
6/20/2019,malam,141
6/21/2019,siang,122
6/21/2019,malam,145
6/22/2019,siang,107
6/22/2019,malam,145
6/23/2019,siang,95
6/23/2019,malam,125
6/24/2019,siang,127
6/24/2019,malam,144
6/25/2019,siang,131
6/25/2019,malam,155
6/26/2019,siang,125
6/26/2019,malam,147
6/27/2019,siang,131
6/27/2019,malam,144
6/28/2019,siang,128
6/28/2019,malam,138
6/29/2019,siang,113
6/29/2019,malam,140
6/30/2019,siang,100
6/30/2019,malam,128
7/1/2019,siang,118
7/1/2019,malam,144
7/2/2019,siang,132
7/2/2019,malam,145
7/3/2019,siang,138
7/3/2019,malam,145
7/4/2019,siang,133
7/4/2019,malam,144
7/5/2019,siang,138
7/5/2019,malam,145
7/6/2019,siang,115
7/6/2019,malam,147
7/7/2019,siang,97
7/7/2019,malam,135
7/8/2019,siang,121
7/8/2019,malam,146
7/9/2019,siang,127
7/9/2019,malam,134
7/10/2019,siang,131
7/10/2019,malam,144
7/11/2019,siang,122
7/11/2019,malam,136
7/12/2019,siang,116
7/12/2019,malam,146
7/13/2019,siang,112
7/13/2019,malam,135
7/14/2019,siang,103
7/14/2019,malam,130
7/15/2019,siang,117
7/15/2019,malam,136
7/16/2019,siang,105
7/16/2019,malam,155
7/17/2019,siang,143
7/17/2019,malam,152
7/18/2019,siang,144
7/18/2019,malam,161
7/19/2019,siang,145
7/19/2019,malam,154
7/20/2019,siang,125
7/20/2019,malam,156
7/21/2019,siang,122
7/21/2019,malam,149
7/22/2019,siang,145
7/22/2019,malam,164
7/23/2019,siang,145
7/23/2019,malam,166
7/24/2019,siang,147
7/24/2019,malam,162
7/25/2019,siang,143
7/25/2019,malam,160
7/26/2019,siang,140
7/26/2019,malam,159
7/27/2019,siang,126
7/27/2019,malam,160
7/28/2019,siang,115
7/28/2019,malam,145
7/29/2019,siang,144
7/29/2019,malam,159
7/30/2019,siang,140
7/30/2019,malam,159
7/31/2019,siang,126
7/31/2019,malam,160
8/1/2019,siang,136
8/1/2019,malam,166
8/2/2019,siang,155
8/2/2019,malam,164
8/3/2019,siang,129
8/3/2019,malam,147
8/4/2019,siang,111
8/4/2019,malam,132
8/5/2019,siang,125
8/5/2019,malam,148
8/6/2019,siang,134
8/6/2019,malam,153
8/7/2019,siang,141
8/7/2019,malam,156
8/8/2019,siang,136
8/8/2019,malam,162
8/9/2019,siang,148
8/9/2019,malam,160
8/10/2019,siang,127
8/10/2019,malam,145
8/11/2019,siang,100
8/11/2019,malam,138
8/12/2019,siang,142
8/12/2019,malam,150
8/13/2019,siang,145
8/13/2019,malam,167
8/14/2019,siang,152
8/14/2019,malam,166
8/15/2019,siang,156
8/15/2019,malam,166
8/16/2019,siang,0
8/16/2019,malam,159
8/17/2019,siang,122
8/17/2019,malam,142
8/18/2019,siang,NaN
8/18/2019,malam,NaN
8/19/2019,siang,NaN
8/19/2019,malam,149
8/20/2019,siang,146
8/20/2019,malam,134
8/21/2019,siang,152
8/21/2019,malam,166
8/22/2019,siang,141
8/22/2019,malam,149
8/23/2019,siang,190
8/23/2019,malam,157
8/24/2019,siang,121
8/24/2019,malam,141
8/25/2019,siang,136
8/25/2019,malam,136
8/26/2019,siang,136
8/26/2019,malam,136
8/27/2019,siang,150
8/27/2019,malam,169
8/28/2019,siang,150
8/28/2019,malam,135
8/29/2019,siang,141
8/29/2019,malam,149
8/30/2019,siang,136
8/30/2019,malam,136
8/31/2019,siang,141
8/31/2019,malam,149
9/1/2019,siang,136
9/1/2019,malam,136
9/2/2019,siang,136
9/2/2019,malam,136
9/3/2019,siang,135
9/3/2019,malam,136
9/4/2019,siang,148
9/4/2019,malam,135
9/5/2019,siang,135
9/5/2019,malam,136
9/6/2019,siang,136
9/6/2019,malam,136
9/7/2019,siang,135
9/7/2019,malam,136
9/8/2019,siang,135
9/8/2019,malam,135
9/9/2019,siang,150
9/9/2019,malam,135
9/10/2019,siang,134
9/10/2019,malam,136
9/11/2019,siang,148
9/11/2019,malam,135
9/12/2019,siang,135
9/12/2019,malam,136
9/13/2019,siang,148
9/13/2019,malam,135
9/14/2019,siang,134
9/14/2019,malam,135
9/15/2019,siang,134
9/15/2019,malam,135
9/16/2019,siang,145
9/16/2019,malam,135
9/17/2019,siang,133
9/17/2019,malam,134
9/18/2019,siang,132
9/18/2019,malam,134
9/19/2019,siang,135
9/19/2019,malam,136
9/20/2019,siang,148
9/20/2019,malam,134
9/21/2019,siang,133
9/21/2019,malam,133
9/22/2019,siang,132
9/22/2019,malam,150
9/23/2019,siang,151
9/23/2019,malam,134
9/24/2019,siang,132
9/24/2019,malam,135
9/25/2019,siang,146
9/25/2019,malam,136
9/26/2019,siang,130
9/26/2019,malam,129
9/27/2019,siang,148
9/27/2019,malam,134
9/28/2019,siang,133
9/28/2019,malam,133
9/29/2019,siang,133
9/29/2019,malam,158
9/30/2019,siang,130
9/30/2019,malam,138
10/1/2019,siang,NaN
10/1/2019,malam,180
10/2/2019,siang,NaN
10/2/2019,malam,167
10/3/2019,siang,168
10/3/2019,malam,168
10/4/2019,siang,167
10/4/2019,malam,165
10/5/2019,siang,133
10/5/2019,malam,133
10/6/2019,siang,133
10/6/2019,malam,158
10/7/2019,siang,145
10/7/2019,malam,170
10/8/2019,siang,160
10/8/2019,malam,168
10/9/2019,siang,149
10/9/2019,malam,133
10/10/2019,siang,135
10/10/2019,malam,170
10/11/2019,siang,NaN
10/11/2019,malam,169
10/12/2019,siang,NaN
10/12/2019,malam,NaN
10/13/2019,siang,133
10/13/2019,malam,158
10/14/2019,siang,145
10/14/2019,malam,170
10/15/2019,siang,165
10/15/2019,malam,168
10/16/2019,siang,171
10/16/2019,malam,155
10/17/2019,siang,140
10/17/2019,malam,160
10/18/2019,siang,135
10/18/2019,malam,160
10/19/2019,siang,NaN
10/19/2019,malam,130
10/20/2019,siang,NaN
10/20/2019,malam,NaN
10/21/2019,siang,153
10/21/2019,malam,170
10/22/2019,siang,157
10/22/2019,malam,168
10/23/2019,siang,165
10/23/2019,malam,165
10/24/2019,siang,166
10/24/2019,malam,173
10/25/2019,siang,166
10/25/2019,malam,170
10/26/2019,siang,150
10/26/2019,malam,175
10/27/2019,siang,130
10/27/2019,malam,161
10/28/2019,siang,179
10/28/2019,malam,186
10/29/2019,siang,176
10/29/2019,malam,184
10/30/2019,siang,176
10/30/2019,malam,187
10/31/2019,siang,174
10/31/2019,malam,183
11/1/2019,siang,174
11/1/2019,malam,177
11/2/2019,siang,150
11/2/2019,malam,152
11/3/2019,siang,127
11/3/2019,malam,152
11/4/2019,siang,146
11/4/2019,malam,164
11/5/2019,siang,168
11/5/2019,malam,182
11/6/2019,siang,161
11/6/2019,malam,186
11/7/2019,siang,172
11/7/2019,malam,218
11/8/2019,siang,154
11/8/2019,malam,295
11/9/2019,siang,234
11/9/2019,malam,251
11/10/2019,siang,214
11/10/2019,malam,257
11/11/2019,siang,181
11/11/2019,malam,305
11/12/2019,siang,177
11/12/2019,malam,188
11/13/2019,siang,172
11/13/2019,malam,191
11/14/2019,siang,174
11/14/2019,malam,171
11/15/2019,siang,176
11/15/2019,malam,189
11/16/2019,siang,142
11/16/2019,malam,178
11/17/2019,siang,146
11/17/2019,malam,157
11/18/2019,siang,157
11/18/2019,malam,170
11/19/2019,siang,160
11/19/2019,malam,176
11/20/2019,siang,160
11/20/2019,malam,170
11/21/2019,siang,156
11/21/2019,malam,169
11/22/2019,siang,149
11/22/2019,malam,165
11/23/2019,siang,121
11/23/2019,malam,162
11/24/2019,siang,127
11/24/2019,malam,151
11/25/2019,siang,154
11/25/2019,malam,160
11/26/2019,siang,155
11/26/2019,malam,168
11/27/2019,siang,151
11/27/2019,malam,169
11/28/2019,siang,153
11/28/2019,malam,171
11/29/2019,siang,156
11/29/2019,malam,175
11/30/2019,siang,130
11/30/2019,malam,186
12/1/2019,siang,140
12/1/2019,malam,165
12/2/2019,siang,178
12/2/2019,malam,181
12/3/2019,siang,184
12/3/2019,malam,182
12/4/2019,siang,177
12/4/2019,malam,180
12/5/2019,siang,175
12/5/2019,malam,175
12/6/2019,siang,165
12/6/2019,malam,178
12/7/2019,siang,150
12/7/2019,malam,172
12/8/2019,siang,135
12/8/2019,malam,159
12/9/2019,siang,178
12/9/2019,malam,181
12/10/2019,siang,3176
12/10/2019,malam,186
12/11/2019,siang,171
12/11/2019,malam,177
12/12/2019,siang,166
12/12/2019,malam,165
12/13/2019,siang,160
12/13/2019,malam,164
12/14/2019,siang,155
12/14/2019,malam,164
12/15/2019,siang,128
12/15/2019,malam,152
12/16/2019,siang,162
12/16/2019,malam,162
12/17/2019,siang,160
12/17/2019,malam,167
12/18/2019,siang,155
12/18/2019,malam,180
12/19/2019,siang,174
12/19/2019,malam,135
12/20/2019,siang,142
12/20/2019,malam,155
12/21/2019,siang,122
12/21/2019,malam,194
12/22/2019,siang,150
12/22/2019,malam,135
12/23/2019,siang,132
12/23/2019,malam,165
12/24/2019,siang,135
12/24/2019,malam,165
12/25/2019,siang,131
12/25/2019,malam,145
12/26/2019,siang,160
12/26/2019,malam,154
12/27/2019,siang,160
12/27/2019,malam,149
12/28/2019,siang,128
12/28/2019,malam,151
12/29/2019,siang,126
12/29/2019,malam,145
12/30/2019,siang,167
12/30/2019,malam,160
12/31/2019,siang,161
12/31/2019,malam,144
1/1/2020,siang,110
1/1/2020,malam,133
1/2/2020,siang,156
1/2/2020,malam,165
1/3/2020,siang,157
1/3/2020,malam,151
1/4/2020,siang,135
1/4/2020,malam,165
1/5/2020,siang,128
1/5/2020,malam,141
1/6/2020,siang,152
1/6/2020,malam,156
1/7/2020,siang,155
1/7/2020,malam,173
1/8/2020,siang,151
1/8/2020,malam,162
1/9/2020,siang,149
1/9/2020,malam,161
1/10/2020,siang,167
1/10/2020,malam,160
1/11/2020,siang,132
1/11/2020,malam,180
1/12/2020,siang,119
1/12/2020,malam,144
1/13/2020,siang,155
1/13/2020,malam,170
1/14/2020,siang,161
1/14/2020,malam,176
1/15/2020,siang,155
1/15/2020,malam,169
1/16/2020,siang,154
1/16/2020,malam,175
1/17/2020,siang,153
1/17/2020,malam,170
1/18/2020,siang,0
1/18/2020,malam,172
1/19/2020,siang,138
1/19/2020,malam,162
1/20/2020,siang,166
1/20/2020,malam,181
1/21/2020,siang,165
1/21/2020,malam,183
1/22/2020,siang,171
1/22/2020,malam,175
1/23/2020,siang,165
1/23/2020,malam,172
1/24/2020,siang,151
1/24/2020,malam,155
1/25/2020,siang,121
1/25/2020,malam,133
1/26/2020,siang,115
1/26/2020,malam,143
1/27/2020,siang,144
1/27/2020,malam,167
1/28/2020,siang,145
1/28/2020,malam,171
1/29/2020,siang,155
1/29/2020,malam,165
1/30/2020,siang,148
1/30/2020,malam,153
1/31/2020,siang,141
1/31/2020,malam,NaN
2/1/2020,siang,120
2/1/2020,malam,136
2/2/2020,siang,107
2/2/2020,malam,131
2/3/2020,siang,132
2/3/2020,malam,150
2/4/2020,siang,177
2/4/2020,malam,151
2/5/2020,siang,144
2/5/2020,malam,157
2/6/2020,siang,141
2/6/2020,malam,161
2/7/2020,siang,142
2/7/2020,malam,150
2/8/2020,siang,115
2/8/2020,malam,145
2/9/2020,siang,112
2/9/2020,malam,127
2/10/2020,siang,135
2/10/2020,malam,151
2/11/2020,siang,133
2/11/2020,malam,153
2/12/2020,siang,141
2/12/2020,malam,156
2/13/2020,siang,145
2/13/2020,malam,162
2/14/2020,siang,147
2/14/2020,malam,153
2/15/2020,siang,122
2/15/2020,malam,155
2/16/2020,siang,110
2/16/2020,malam,180
2/17/2020,siang,138
2/17/2020,malam,146
2/18/2020,siang,131
2/18/2020,malam,143
2/19/2020,siang,135
2/19/2020,malam,140
2/20/2020,siang,126
2/20/2020,malam,144
2/21/2020,siang,135
2/21/2020,malam,144
2/22/2020,siang,120
2/22/2020,malam,141
2/23/2020,siang,113
2/23/2020,malam,142
2/24/2020,siang,142
2/24/2020,malam,161
2/25/2020,siang,141
2/25/2020,malam,151
2/26/2020,siang,140
2/26/2020,malam,156
2/27/2020,siang,132
2/27/2020,malam,148
2/28/2020,siang,131
2/28/2020,malam,146
2/29/2020,siang,120
2/29/2020,malam,141
3/1/2020,siang,110
3/1/2020,malam,135
3/2/2020,siang,135
3/2/2020,malam,147
3/3/2020,siang,155
3/3/2020,malam,173
3/4/2020,siang,161
3/4/2020,malam,165
3/5/2020,siang,157
3/5/2020,malam,175
3/6/2020,siang,130
3/6/2020,malam,171
3/7/2020,siang,135
3/7/2020,malam,161
3/8/2020,siang,103
3/8/2020,malam,124
3/9/2020,siang,142
3/9/2020,malam,142
3/10/2020,siang,140
3/10/2020,malam,139
3/11/2020,siang,147
3/11/2020,malam,151
3/12/2020,siang,143
3/12/2020,malam,140
3/13/2020,siang,148
3/13/2020,malam,140
3/14/2020,siang,118
3/14/2020,malam,135
3/15/2020,siang,109
3/15/2020,malam,128
3/16/2020,siang,144
3/16/2020,malam,145
3/17/2020,siang,145
3/17/2020,malam,145
3/18/2020,siang,146
3/18/2020,malam,144
3/19/2020,siang,142
3/19/2020,malam,132
3/20/2020,siang,136
3/20/2020,malam,138
3/21/2020,siang,98
3/21/2020,malam,127
3/22/2020,siang,92
3/22/2020,malam,127
3/23/2020,siang,123
3/23/2020,malam,120
3/24/2020,siang,116
3/24/2020,malam,129
3/25/2020,siang,95
3/25/2020,malam,125
3/26/2020,siang,123
3/26/2020,malam,127
3/27/2020,siang,118
3/27/2020,malam,121
3/28/2020,siang,101
3/28/2020,malam,126
3/29/2020,siang,102
3/29/2020,malam,122
3/30/2020,siang,142
3/30/2020,malam,134
3/31/2020,siang,135
3/31/2020,malam,125
4/1/2020,siang,130
4/1/2020,malam,138
4/2/2020,siang,136
4/2/2020,malam,135
4/3/2020,siang,144
4/3/2020,malam,142
4/4/2020,siang,116
4/4/2020,malam,130
4/5/2020,siang,102
4/5/2020,malam,135
4/6/2020,siang,140
4/6/2020,malam,132
4/7/2020,siang,132
4/7/2020,malam,131
4/8/2020,siang,130
4/8/2020,malam,128
4/9/2020,siang,141
4/9/2020,malam,130
4/10/2020,siang,100
4/10/2020,malam,132
4/11/2020,siang,171
4/11/2020,malam,127
4/12/2020,siang,100
4/12/2020,malam,120
4/13/2020,siang,130
4/13/2020,malam,132
4/14/2020,siang,139
4/14/2020,malam,144
4/15/2020,siang,142
4/15/2020,malam,140
4/16/2020,siang,148
4/16/2020,malam,121
4/17/2020,siang,116
4/17/2020,malam,129
4/18/2020,siang,94
4/18/2020,malam,127
4/19/2020,siang,89
4/19/2020,malam,121
4/20/2020,siang,120
4/20/2020,malam,122
4/21/2020,siang,122
4/21/2020,malam,133
4/22/2020,siang,125
4/22/2020,malam,140
4/23/2020,siang,122
4/23/2020,malam,131
4/24/2020,siang,116
4/24/2020,malam,120
4/25/2020,siang,96
4/25/2020,malam,121
4/26/2020,siang,85
4/26/2020,malam,116
4/27/2020,siang,120
4/27/2020,malam,122
4/28/2020,siang,119
4/28/2020,malam,124
4/29/2020,siang,103
4/29/2020,malam,126
4/30/2020,siang,103
4/30/2020,malam,115
5/1/2020,siang,150
5/1/2020,malam,191
5/2/2020,siang,90
5/2/2020,malam,119
5/3/2020,siang,86
5/3/2020,malam,119
5/4/2020,siang,110
5/4/2020,malam,127
5/5/2020,siang,121
5/5/2020,malam,129
5/6/2020,siang,185
5/6/2020,malam,195
5/7/2020,siang,150
5/7/2020,malam,192
5/8/2020,siang,179
5/8/2020,malam,200
5/9/2020,siang,171
5/9/2020,malam,191
5/10/2020,siang,88
5/10/2020,malam,123
5/11/2020,siang,114
5/11/2020,malam,126
5/12/2020,siang,110
5/12/2020,malam,121
5/13/2020,siang,42
5/13/2020,malam,127
5/14/2020,siang,111
5/14/2020,malam,201
5/15/2020,siang,70
5/15/2020,malam,205
5/16/2020,siang,162
5/16/2020,malam,195
5/17/2020,siang,94
5/17/2020,malam,191
5/18/2020,siang,122
5/18/2020,malam,121
5/19/2020,siang,103
5/19/2020,malam,123
5/20/2020,siang,109
5/20/2020,malam,125
5/21/2020,siang,74
5/21/2020,malam,80
5/22/2020,siang,76
5/22/2020,malam,78
5/23/2020,siang,66
5/23/2020,malam,74
5/24/2020,siang,46
5/24/2020,malam,111
5/25/2020,siang,116
5/25/2020,malam,68
5/26/2020,siang,70
5/26/2020,malam,75
5/27/2020,siang,71
5/27/2020,malam,71
5/28/2020,siang,NaN
5/28/2020,malam,NaN
5/29/2020,siang,NaN
5/29/2020,malam,NaN
5/30/2020,siang,NaN
5/30/2020,malam,NaN
5/31/2020,siang,NaN
5/31/2020,malam,NaN
6/1/2020,siang,90
6/1/2020,malam,115
6/2/2020,siang,118
6/2/2020,malam,121
6/3/2020,siang,116
6/3/2020,malam,127
6/4/2020,siang,111
6/4/2020,malam,124
6/5/2020,siang,113
6/5/2020,malam,125
6/6/2020,siang,90
6/6/2020,malam,120
6/7/2020,siang,85
6/7/2020,malam,112
6/8/2020,siang,116
6/8/2020,malam,128
6/9/2020,siang,121
6/9/2020,malam,122
6/10/2020,siang,113
6/10/2020,malam,126
6/11/2020,siang,111
6/11/2020,malam,135
6/12/2020,siang,112
6/12/2020,malam,117
6/13/2020,siang,97
6/13/2020,malam,116
6/14/2020,siang,86
6/14/2020,malam,118
6/15/2020,siang,121
6/15/2020,malam,120
6/16/2020,siang,110
6/16/2020,malam,128
6/17/2020,siang,120
6/17/2020,malam,128
6/18/2020,siang,121
6/18/2020,malam,131
6/19/2020,siang,117
6/19/2020,malam,125
6/20/2020,siang,99
6/20/2020,malam,117
6/21/2020,siang,87
6/21/2020,malam,115
6/22/2020,siang,120
6/22/2020,malam,107
6/23/2020,siang,136
6/23/2020,malam,141
6/24/2020,siang,132
6/24/2020,malam,139
6/25/2020,siang,135
6/25/2020,malam,128
6/26/2020,siang,131
6/26/2020,malam,136
6/27/2020,siang,111
6/27/2020,malam,130
6/28/2020,siang,97
6/28/2020,malam,125
6/29/2020,siang,131
6/29/2020,malam,134
6/30/2020,siang,137
6/30/2020,malam,140
7/1/2020,siang,132
7/1/2020,malam,138
7/2/2020,siang,135
7/2/2020,malam,136
7/3/2020,siang,135
7/3/2020,malam,131
7/4/2020,siang,114
7/4/2020,malam,126
7/5/2020,siang,100
7/5/2020,malam,126
7/6/2020,siang,138
7/6/2020,malam,120
7/7/2020,siang,130
7/7/2020,malam,132
7/8/2020,siang,180
7/8/2020,malam,127
7/9/2020,siang,134
7/9/2020,malam,140
7/10/2020,siang,124
7/10/2020,malam,146
7/11/2020,siang,112
7/11/2020,malam,126
7/12/2020,siang,102
7/12/2020,malam,125
7/13/2020,siang,136
7/13/2020,malam,140
7/14/2020,siang,141
7/14/2020,malam,134
7/15/2020,siang,140
7/15/2020,malam,135
7/16/2020,siang,134
7/16/2020,malam,133
7/17/2020,siang,136
7/17/2020,malam,142
7/18/2020,siang,105
7/18/2020,malam,130
7/19/2020,siang,101
7/19/2020,malam,130
7/20/2020,siang,136
7/20/2020,malam,142
7/21/2020,siang,140
7/21/2020,malam,145
7/22/2020,siang,137
7/22/2020,malam,138
7/23/2020,siang,130
7/23/2020,malam,136
7/24/2020,siang,127
7/24/2020,malam,132
7/25/2020,siang,168
7/25/2020,malam,126
7/26/2020,siang,90
7/26/2020,malam,123
7/27/2020,siang,121
7/27/2020,malam,136
7/28/2020,siang,127
7/28/2020,malam,128
7/29/2020,siang,124
7/29/2020,malam,NaN
7/30/2020,siang,NaN
7/30/2020,malam,NaN
7/31/2020,siang,NaN
7/31/2020,malam,NaN
8/1/2020,siang,105
